date_played_est,iron_source,enter_type,gold_source,spawn_biome,rta,time_wood,time_iron_pick,time_nether,time_bastion,time_fortress,time_first_portal,time_second_portal,time_stronghold,time_end,igt,gold_dropped,blaze_rods,blazes_killed,flint_picked_up,gravel_mined,deaths_total,jumps,eyes_used,diamond_picks_crafted,ender_pearls_used,obsidian_placed,diamond_sword_crafted,stone_mined,netherrack_mined,trade_enchanted_book, trade_iron_boots,trade_potion,trade_splash_potion,trade_iron_nugget,trade_ender_pearl,trade_string,trade_quartz,trade_obsidian,trade_crying_obsidian,trade_fire_charge,trade_leather,trade_soul_sand,trade_nether_brick,trade_glowstone_dust,trade_gravel,trade_magma_cream,killed_blaze,killed_chicken,killed_cod,killed_cow,killed_creeper,killed_enderman,killed_endermite,killed_ghast,killed_hoglin,killed_iron_golem,killed_pig,killed_piglin,killed_salmon,killed_sheep,killed_skeleton,killed_spider,killed_witch,killed_wither_skeleton,killed_zombie,eaten_bread,eaten_cooked_beef,eaten_cooked_chicken,eaten_cooked_cod,eaten_cooked_mutton,eaten_cooked_porkchop,eaten_cooked_salmon,eaten_enchanted_golden_apple,eaten_golden_apple,eaten_apple,eaten_rotten_flesh,eaten_golden_carrot,eaten_mushroom_stew,travel_walk_on_water,travel_walk,travel_walk_under_water,travel_swim,travel_boat,travel_sprint,seed,igt_2,date_played_est_2,bastion_type,end_fight_type,real_deaths,frame_eyes,run_id,,,,,,,,,,notes,
6/21/2024 15:06:08,Full Shipwreck,Magma Ravine,Bastion,plains,0:19:08,0:00:22,0:02:19,0:03:14,0:04:36,0:11:10,0:13:29,,0:16:34,0:17:47,0:18:46,117,8,11,1,6,0,644,17,0,14,21,0,30,244,2,0,1,2,64,29,105,2,8,9,16,71,156,63,40,125,35,11,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,13,0,2,289,27,742,20,767,-3194829049934124451,0:18:46,6/21/2024 20:06:08,Bridge,Zero Cycle,0,0,"3,477",FALSE,,,,,,,,https://www.youtube.com/watch?v=SJp5ITvGCGs,"Saw bee fall out of beehive, got 3ironed by boat, insane food chest with 19 carrots, close bt and magma ravine for low 3 enter, right side single dk, insane obi chest, no terrain to fort, blaze bed lavaed spawner, cave educated, 1.8k blind, bedrock stronghold, fast front 95 setup for sub 19 ",
6/21/2024 14:41:18,Structureless,Lava Pool,Bastion,savanna,0:21:59,0:00:11,,0:05:17,0:07:26,0:13:33,0:16:03,,0:19:20,0:19:41,0:20:59,138,8,14,0,6,1,796,14,1,7,20,0,51,169,,,,,,,,,,,,,,,,,,14,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,1,3,0,13,0,0,12,273,28,132,175,864,-9053302083507031585,0:20:59,6/21/2024 19:41:18,Stables,Ground Zero,0,1,"3,476",FALSE,,,,,,,,https://www.youtube.com/watch?v=SJp5ITvGCGs,"Lava pool and fake cave at spawn, had village on pie, but went to temple with enterable rp, got diamond pick and notch and the rest in big lava ravine, low 5 enter, went up to y 103 for better terrain, got only 6 pearls in triple, had to trade gap too, barely got enough pearls to leave, low basalt fort, tnt donutted half buried blaze spawner, 1.6k blind, ocean exposed portal room, wack rp overlap,had no arrows for ground zero",
6/21/2024 13:51:27,Village,Obsidian,Bastion,snowy_mountains,0:21:59,0:00:56,0:01:46,0:03:08,0:04:58,0:10:55,0:15:04,,0:17:15,0:18:43,0:19:59,89,8,20,1,7,2,835,16,0,18,21,0,19,179,,,,,,,,,,,,,,,,,,20,0,0,0,0,0,0,0,0,1,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,2,0,0,319,3,15,46,980,8910355723633809707,0:19:59,6/21/2024 18:51:27,Treasure,Half Bow,0,0,"3,475",FALSE,,,,,,,,https://www.youtube.com/watch?v=SJp5ITvGCGs,"Awful tundra spawn, saw 3 villages and debating murdering all golems, insane 12 obi blacksmith in 1st village, low 3 enter, close bastion, left on 15 obi just sending it one direction, fort in a wall, got fort advancement before seeing any nether brick, ripped 300 blind, underground mega taiga mossy cobble thing on stronghold digdown, dragon perched barely on time for sub 20",
6/21/2024 13:24:22,Village,Lava Pool,Bastion,plains,0:23:30,0:00:12,0:01:30,0:04:27,0:05:48,0:04:37,0:18:07,,0:21:07,0:21:47,0:22:38,110,8,16,1,10,0,"1,106",15,0,9,10,0,35,118,1,1,1,4,169,23,112,30,10,38,22,48,174,73,56,102,13,16,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,5,0,9,0,0,0,0,0,0,0,0,0,0,6,0,9,275,9,34,93,"1,209",-1155185499740186301,0:22:38,6/21/2024 18:24:22,Stables,Zero Cycle,0,2,"3,474",FALSE,,,,,,,https://clips.twitch.tv/IgnorantManlyWasabiNotATK-Wam-6UELIyRpO8y_,https://www.youtube.com/watch?v=SJp5ITvGCGs,"Pie rayed plains village at savanna spawn, needed a while to find hay, villagers locked in, saw close lava pool, ripped gravel in cave, 4:30 enter, spawned on top of fort, found predug 1x1 tunnel, buried stables, got 9ed on obi in gap, lost 2 minutes getting one piece of obi, lost time not finding spawners in wacky fort, went to very far spawner, 1.3k blind, very low 1st ring stronghold, clean zero to hit the pred",
6/21/2024 12:54:19,Structureless,Magma Ravine,Bastion,forest,0:26:49,0:00:04,0:01:09,0:03:24,0:04:10,0:13:55,0:16:14,,0:21:07,0:21:43,0:24:34,87,9,12,1,5,2,932,18,0,17,22,0,59,50,,,,,,,,,,,,,,,,,,12,0,0,0,0,1,0,0,0,0,0,0,0,1,1,0,0,1,1,0,0,0,0,6,0,6,0,0,0,2,0,0,15,436,13,352,270,768,-2641426895383095251,0:24:34,6/21/2024 17:54:19,Housing/Treasure,Half Bow,0,0,"3,473",FALSE,,,,,,,,https://www.youtube.com/watch?v=SJp5ITvGCGs,"Slowish mapless didn't get rewarded, only 6 iron from bt chest, got the iron for light in magma ravine, sub 3:30 enter, close manhunt housing, far spawner, missed the 50/50 on the diagonal, got treasured, '2nd treasure' was luckily magma cube nation, dug through basalt wall to fort, 2.3k blind, missed axis by a lot, not enough pearls for zero, dragon didn't cooperate for pred",
6/21/2024 12:23:16,Structureless,Lava Pool,Bastion,plains,0:33:12,0:00:37,0:01:15,0:04:56,0:07:08,0:24:39,0:26:31,,0:30:37,0:31:40,0:32:31,207,8,14,5,10,1,"1,201",14,0,23,20,0,58,378,,,,,,,,,,,,,,,,,,14,0,0,1,1,0,0,0,6,1,0,1,0,0,2,0,0,3,2,24,3,0,0,0,7,0,0,0,0,2,0,0,5,648,5,23,26,"1,378",7662659838781608028,0:32:31,6/21/2024 17:23:16,Stables/Bridge,Zero Cycle,1,2,"3,472",FALSE,,,,,,,,https://www.youtube.com/watch?v=SJp5ITvGCGs,"Saw nothing in ocean and went to close village, killed golem and caved for more iron, confusion finding very close bastion in a wall, died in a stupid way forcing chest, hoglin nation in outer stables, double bad single triple, wasted time not going directly to 2nd bastion, insane string trades (1 in 7,375) but no pearls, left 2nd bastion with 55 obi, wither silliness in basalt fort, 2.5k blind, insane cave educated, nailed nav, way too many explosives for 0",
6/21/2024 11:46:14,Structureless,Lava Pool,Bastion,forest,0:24:18,0:00:04,0:04:57,0:06:30,0:10:35,0:15:47,0:18:27,,0:19:27,0:20:58,0:22:03,117,7,13,1,6,0,906,11,1,16,20,0,60,82,1,1,3,0,23,46,89,57,12,29,31,92,73,73,55,90,39,13,0,0,0,0,0,0,0,3,0,4,0,0,0,0,0,0,2,0,0,0,0,0,0,19,0,0,0,0,0,0,0,30,352,14,93,10,"1,030",5772555926544262473,0:22:03,6/21/2024 16:46:14,Housing,Perch,0,3,"3,471",FALSE,,,,,,,,https://www.youtube.com/watch?v=SJp5ITvGCGs,"River digdown for iron but only got 5 ores so still needed a cave, found a 8 diamond vein on lava digdown enter, got a lot of pigs from double triple housing, no spawner in 32 so went back to spawn for fortress, 3 degree angle change, second portal hit stronghold, mineshaft overlap, played for instaperch for pred but not fast enough",
6/18/2024 15:10:42,Structureless,Lava Pool,Bastion,plains,0:23:27,0:00:18,0:03:10,0:04:41,0:10:37,0:06:44,0:16:09,,0:17:50,0:20:13,0:22:49,138,7,12,1,36,2,696,13,0,10,11,0,54,257,,,,,,,,,,,,,,,,,,12,0,0,0,0,0,0,0,0,0,5,1,0,0,2,0,0,0,3,0,0,0,0,0,11,0,0,0,6,2,0,0,11,418,6,459,227,"1,020",2454143769355424686,0:22:49,6/18/2024 20:10:42,Bridge,Perch,0,1,"3,470",FALSE,,,,,,,,https://www.youtube.com/watch?v=FNY8t51P954,"Pig nation in overworld but no caves, found 7 iron in a cave entrance and sent it, 1/34 flint rate (3.09%), fast enter for structureless, far bastion, decided to go for fort first, glowstone blaze spawner, left on 7 rods, iron pick broke mid chalice, double single dk, got only 10 obi and had to blind, close blind, ocean exposed, mob nation in 1-way stronghold, o 59 zero wasn't happening, had no arrows and had to wait",
6/18/2024 14:38:34,Structureless,Lava Pool,Bastion,taiga_hills,0:29:18,0:00:05,0:07:12,0:07:42,0:09:58,0:16:39,0:19:18,,0:26:19,0:27:49,0:28:43,154,8,24,1,15,0,"1,218",18,0,16,10,0,113,58,0,2,2,1,133,31,63,49,13,18,61,43,82,119,52,170,29,24,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,15,0,0,0,0,0,0,0,0,0,0,0,0,20,383,13,328,82,"1,412",4993431134261337327,0:28:43,6/18/2024 19:38:34,Treasure,Other,0,1,"3,469",FALSE,,,,,,,,https://www.youtube.com/watch?v=FNY8t51P954,"Corrupted pred prior to run distracted by emotes, pie ray confusion trying to find village, got an abandoned spruce village in a tundra, pretty lucky river digdown but only 5 iron, slow enter, no terrain to bastion, played bottom first, 32 chunk diagonal fort, pseudo 1/3 blaze rates (4.657%), trolled by building portal right imbetween 3rd and 4th ring, 1.8k blind, preemptive creeper jumpscare, mineshaft stronghold, ground one cycle",
6/18/2024 14:02:17,Buried Treasure w/ tnt,Lava Pool,Bastion,forest,0:17:33,0:00:12,0:01:52,0:03:29,0:03:59,0:08:28,0:10:05,,0:13:39,0:13:59,0:15:31,170,7,13,2,10,0,578,19,0,12,20,0,51,63,1,1,2,1,188,13,50,81,18,33,55,70,135,78,78,134,30,13,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,7,4,0,0,0,0,0,0,7,210,15,136,125,643,2339401676121865431,0:15:31,6/18/2024 19:02:17,Bridge,Ground Zero,0,0,"3,468",FALSE,,,,,,,,https://www.youtube.com/watch?v=FNY8t51P954,"Almost went to full boat not seeing closer boat, insane iron chest, very close bt for food, magma ravine had too less magma for a normal enter, still 3:30, bastion close to spawn and fort visible, tnt chalice, scuffed double single dk, got 20 obi with backups, sub 10 fort, 1.5k blind, lost sub 15 pace to not hitting axis, zero wasn't happening, ground was in fact possible with 32 iron for sub 16",
6/18/2024 13:41:26,Structureless,Magma Ravine,Bastion,taiga,0:21:47,0:00:12,0:03:20,0:06:24,0:07:47,0:12:07,0:14:07,,0:17:40,0:18:17,0:20:54,94,8,19,2,13,0,687,14,1,17,34,0,88,57,0,0,2,3,39,33,36,70,18,26,20,34,96,76,30,214,15,19,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8,1,0,0,4,0,0,0,0,0,0,0,0,329,0,2,67,856,-7283345738000360753,0:20:54,6/18/2024 18:41:26,Housing,Half Bow,0,1,"3,467",FALSE,,,,,,,,https://www.youtube.com/watch?v=FNY8t51P954,"Mined one extra wood after seeing some fall in ravine, diamonds on mine to lava, grabbing lava when entering revealed diamonds, saw fort at spawn, a lot of lava in lava housing, slow trades, got 39 obi when not in need, ssv fort with double spawner, 900 blind, messed up angle on axis but had enough obi to correct, 3rd portal in mineshaft under stronghold, pearl hit crystal on zero ",
6/18/2024 13:12:55,Structureless,Lava Pool,Bastion,plains,0:25:20,0:00:05,0:05:33,0:06:42,0:10:28,0:16:00,0:18:55,,0:22:34,0:23:42,0:24:38,171,8,23,1,4,1,910,19,0,28,20,0,141,0,,,,,,,,,,,,,,,,,,23,0,0,2,0,0,0,0,2,0,1,0,6,0,0,0,0,0,1,0,4,0,0,0,9,6,0,0,1,0,0,0,40,313,20,214,38,754,-7804844893276849843,0:24:38,6/18/2024 18:12:55,Bridge,Zero Cycle,0,0,"3,466",FALSE,,,,,,,,https://www.youtube.com/watch?v=FNY8t51P954,"No caves at all in dark oak forest, had to dig down in river for iron and got nothing for 3 minutes, found lava close to iron, killed salmon for food, needed a ton of blocks to get to bastion, dked double triple, 28 chunk fort, fell off blaze spawner but block clutched, 1.7k blind, whiffed axis, very scary zero cycle ",
6/18/2024 12:43:39,Village,Lava Pool,Bastion,plains,0:28:04,0:03:39,0:01:46,0:04:37,0:09:05,0:19:38,0:22:03,,0:25:13,0:25:55,0:26:50,97,8,14,3,26,1,"1,124",17,0,13,21,0,35,305,,,,,,,,,,,,,,,,,,14,0,0,0,0,0,0,0,0,1,3,0,0,0,0,0,0,0,0,24,0,0,0,0,0,0,0,0,0,0,0,0,13,391,3,14,23,"1,362",5254144405348920988,0:26:50,6/18/2024 17:43:39,Housing,Zero Cycle,1,1,"3,465",FALSE,,,,,,,,https://www.youtube.com/watch?v=FNY8t51P954,"Had furnace on pie 17 chunks diagonal, found lava pool on the way, decent blacksmith, played village without getting a tree, bad flint rates, decided to go up to y 104 for 1x1 dig, got quartzed twice, bastion in a wall, mistook housing for treasure, died to piglins for no reason, pie ray confusion, fell off blaze spawner for no reason, 1.2k blind, 2nd portal close to blacksmith but not the stronghold, redemption zero",
6/18/2024 12:12:41,Structureless,Lava Pool,Bastion,plains,0:18:59,0:00:34,0:03:37,0:05:26,0:06:20,0:11:54,0:13:39,,0:16:31,0:17:04,0:18:19,242,7,14,1,11,0,645,16,0,16,20,0,31,10,2,0,4,3,120,50,96,94,18,41,41,119,66,121,94,200,21,14,0,0,0,0,0,0,1,0,0,2,1,0,0,2,1,0,0,0,0,0,0,0,0,16,0,0,0,0,0,0,0,6,264,6,165,81,821,8232909205669019968,0:18:19,6/18/2024 17:12:41,Treasure,Ground Zero,0,2,"3,464",FALSE,,,,,,,,https://www.youtube.com/watch?v=FNY8t51P954,"Close lava pool next to spawn, had to fight through mob nation in cave before getiing stone, didn't see iron on lava pool, sub 5:30 enter, close bastion, flawless top route, mined whole bottom for 20 obi, great terrain to ssv fort, 1.9k blind, nailed axis, back zero wasn't happening, did ground for the sub 19",
6/18/2024 11:50:00,Structureless,Lava Pool,Bastion,plains,0:20:58,0:00:13,0:02:42,0:04:42,0:06:41,0:12:56,0:15:14,,0:17:49,0:18:31,0:20:06,216,8,11,1,14,0,565,16,0,8,20,0,55,41,1,0,3,4,109,64,112,176,21,37,74,141,158,158,84,274,51,11,0,0,6,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,13,0,0,0,0,0,0,0,0,0,0,0,7,326,1,44,268,861,2324027813117788314,0:20:06,6/18/2024 16:50:00,Treasure,Ground Zero,0,1,"3,463",FALSE,,,,,,,,https://www.youtube.com/watch?v=FNY8t51P954,"fast structureless overworld with everything, sub 5 digdown enter, needed to do bottom treasure as usual, close fort, encountered 3 zombies when going back to the nether after blinding, ocean non exposed stronghold, weird end gen with back dragon so decided to do ground zero without a bow",
6/18/2024 11:24:01,Structureless,Lava Pool,Bastion,plains,0:20:28,0:00:45,0:03:21,0:07:49,0:10:01,0:13:15,0:15:02,,0:16:21,0:16:58,0:18:48,146,8,14,2,5,0,822,15,0,8,10,0,65,144,0,1,5,2,116,28,85,66,12,15,29,73,64,121,37,112,63,14,0,0,0,0,0,0,0,0,1,6,0,0,0,0,0,0,3,0,4,0,0,0,0,11,0,0,0,0,0,0,0,4,260,0,2,4,916,706909019431293817,0:18:48,6/18/2024 16:24:01,Bridge,Ground Zero,0,1,"3,462",FALSE,,,,,,,,https://www.youtube.com/watch?v=FNY8t51P954,"Lost 30 seconds to ghost overworld, saw campfire smoke in the distance, big spruce village sucked, scary golem killing, caved the rest of iron, slow enter, double single bridge fastion behind a wall, needed to remember pivot, crazy ssv fort mobs, ripped 140 block blind, hit enderman with pearl, dragon flew on back zero, purple bed kill",
6/18/2024 10:59:56,Full Shipwreck,Magma Ravine,Bastion,beach,0:25:04,0:00:18,0:02:13,0:03:18,0:11:15,0:05:14,0:15:08,,0:19:49,0:20:20,0:22:08,162,18,12,2,7,1,725,14,0,12,20,1,0,11,,,,,,,,,,,,,,,,,,12,0,0,0,0,0,0,1,2,0,0,0,0,0,0,0,0,0,0,4,0,0,6,0,5,0,0,0,0,8,0,0,26,273,23,631,889,710,3435493662591192585,0:22:08,6/18/2024 15:59:56,Treasure,Ground Zero,0,2,"3,461",FALSE,,,,,,,,https://www.youtube.com/watch?v=FNY8t51P954,"island spawn, spotted a shipwreck far away but only had 4 iron, so went to bt with map, sub 3:30 enter, bastion was really far so decided to fort first, really good blaze rates (9/12), scanned a bastion 30 chunks away, reached a treasure in 11 minute mark, played bottom treasure because not enough obby and pearls, 0.5 angle change, had enough iron for anvil, portal room ocean exposed, caged spawn front dragon, made it to zero setup but dragon flew so improvised with ground zero",
6/17/2024 16:31:33,Structureless,Lava Pool,Bastion,plains,0:17:38,0:00:25,0:04:22,0:05:50,0:06:59,0:10:02,0:13:37,,0:15:32,0:15:48,0:16:48,135,7,20,3,17,0,647,10,0,10,21,0,23,47,2,0,7,1,22,25,150,79,15,26,44,109,118,91,70,146,17,20,0,0,4,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,8,0,0,5,0,0,0,0,0,0,0,0,10,193,1,43,68,840,1966550780344785338,0:16:48,6/17/2024 21:31:33,Housing,Zero Cycle,0,5,"3,460",FALSE,,,,,,,,https://www.youtube.com/watch?v=_NWX1NkUWHU,"Spawned close to tall birch forest, saw singular floating grass block, almost misplaced water on enter, saw fort at spawn but did 20 chunk bastion first, manhunted housing in a wall, missed sub 10 fort by 4 seconds, tag teamed on wither with piglin, misplaced obi inside portal, 1k blind, ocean exposed portal room, hit the zero for the sub 17",
6/17/2024 16:08:39,Full Shipwreck,Lava Pool,Bastion,forest,0:52:51,0:00:33,0:03:19,0:05:45,0:16:29,0:08:19,0:40:10,,0:43:26,0:43:47,0:46:02,125,8,13,0,4,0,912,17,0,7,20,0,36,159,2,0,2,3,11,33,8,64,9,30,41,89,76,82,13,110,22,13,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,22,0,0,0,0,0,0,0,1,0,0,0,0,9,406,0,147,279,792,2708349586504284831,0:46:02,6/17/2024 21:08:39,Bridge/Housing,Full Bow,2,0,"3,459",FALSE,,,,,,,,https://www.youtube.com/watch?v=_NWX1NkUWHU,"Debated between ocean and village, fisherman didn't cooperate, entered in magma cave, poundy portaled, took the L and mined the misplaced obi, no bastion in 32 rd, went for fort first, lost food to parkouring into lava, rp clutched up with shield Silly eray due to triple fort, died in right side route getting instahit into lava by piglin, lost rods and all of the gold, insane 2nd death trying to boat down, pc crashed right after 2nd death, advancements resetted, shieldless fort first, needed iron in 2nd bastion, got no explosives, rare gray beds, 2.4k blind, nailed axis, o 60 cage spawn, almost missed perch",
6/17/2024 15:12:28,Full Shipwreck,Magma Ravine,Monument,forest,0:28:02,0:00:12,0:01:35,0:03:27,0:07:35,0:19:32,0:21:51,,0:24:39,0:25:38,0:26:33,73,8,13,1,20,1,893,17,0,10,20,0,21,474,,,,,,,,,,,,,,,,,,13,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,5,2,2,0,0,0,0,0,0,0,0,0,6,10,0,11,456,23,675,"1,313",987,-1761509491601813409,0:26:33,6/17/2024 20:12:28,Monument/Stables,Zero Cycle,1,0,"3,458",FALSE,,,,,,,,https://www.youtube.com/watch?v=_NWX1NkUWHU,"Saw 2 good boats, went for monument, sub 3:30 enter, nether killed the crazy pace, went for double triple, died after hitting piglin while mining, piglins traded monument gold while getting back to bastion, got only 4 pearl trades (14.6%), insane wither juke in ssv fort, 1.4k blind, preemptived portal room behind stronghold dungeon, bounce back zero, got chased to end fountain by enderman",
6/17/2024 14:41:27,Full Shipwreck,Magma Ravine,Bastion,giant_tree_taiga_hills,0:25:46,0:00:04,0:03:07,0:04:21,0:06:24,0:13:35,0:15:02,,0:18:57,0:21:40,0:24:30,172,9,12,1,36,0,873,17,0,20,20,0,30,156,0,1,3,4,99,32,98,46,15,23,21,134,77,114,34,157,33,12,0,0,4,0,0,0,1,0,0,3,0,0,0,0,0,0,4,0,6,7,0,0,0,9,0,0,0,0,0,0,0,20,305,16,260,282,"1,237",3431115021011932964,0:24:30,6/17/2024 19:41:27,Stables,Ground Zero,0,2,"3,457",FALSE,,,,,,,,https://www.youtube.com/watch?v=_NWX1NkUWHU,"Weird mega taiga spawn, nearby plains had no real caves and went for ocean, horrible flint rates, got fake magma, still sub 4:30 enter, traded both gaps for 20 obi and more pearls, wither nation in ssv fort, 1.3k blind, had nothing on preemptive, didn't have enough pearls for zero, 2 eye clutched up, pearling into crystal at zero, forgot i didnt need a bow for ground 0",
6/17/2024 13:51:03,Structureless,Magma Ravine,Bastion,forest,0:27:20,0:00:10,0:05:04,0:05:57,0:14:36,0:07:20,0:18:49,,0:24:24,0:25:12,0:26:04,87,8,18,0,0,0,974,17,0,7,20,0,33,507,1,3,1,1,79,18,38,66,9,15,12,81,57,64,58,34,14,18,0,0,3,0,0,0,0,1,0,0,0,0,2,0,0,0,1,8,0,10,0,0,2,4,0,0,0,0,10,0,0,9,391,6,166,684,"1,182",9029267578147422248,0:26:04,6/17/2024 18:51:03,Stables,Zero Cycle,0,3,"3,456",FALSE,,,,,,,,https://www.youtube.com/watch?v=_NWX1NkUWHU,"Wasted 2 minutes in pre 1.13 ocean, then decided to cave, almost died to zombie nation, went back to ocean for enter, far bastion, played fort first, double blaze spawner, dug into 1x1 lava source, bastion in a wall, insane hoglin piglin interaction, double bad double triple, 1.8k blind, lost pred to no terrain to 2nd portal coords, scary zero",
6/17/2024 13:18:55,Full Shipwreck,Lava Pool,Bastion,forest,0:21:09,0:00:40,0:05:42,0:03:26,0:05:02,0:11:58,0:14:03,,0:17:38,0:18:57,0:20:20,64,8,12,0,0,0,879,17,0,5,21,0,14,122,2,0,1,0,151,19,93,13,8,14,24,93,63,22,45,126,5,12,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,5,6,0,0,0,0,0,0,5,373,9,367,132,989,7420148087837054388,0:20:20,6/17/2024 18:18:55,Stables,Perch,0,0,"3,455",FALSE,,,,,,,,https://www.youtube.com/watch?v=_NWX1NkUWHU,"Maplessed ocean ruins, got bt map, got 3ironed from bt for the 2nd time, bt map revealed lava pool, sent it for woodlight enter with only gold pick, ripped iron in bastion, double bad stables, got everything from 7 gold blocks, almost forgot fire charges, walked off cliff while eraying, 1.3k blind, piglin tried joining 1x1 dig, stronghold made sub 20 hard, needed 1/13 perch and didn't get it, enderman jumpscare ",
6/17/2024 12:54:09,Structureless,Lava Pool,Bastion,forest,0:25:42,0:00:04,0:01:24,0:04:50,0:08:16,0:12:41,0:15:42,,0:20:00,0:21:30,0:24:01,72,11,16,1,14,3,"1,167",14,0,18,20,0,37,158,,,,,,,,,,,,,,,,,,16,0,0,0,0,1,0,0,0,1,2,0,0,0,3,0,0,5,1,5,0,0,0,1,8,0,0,1,0,0,0,0,9,319,0,0,19,"1,260",-706974336667646147,0:24:01,6/17/2024 17:54:09,Housing,Half Bow,0,2,"3,454",FALSE,,,,,,,,https://www.youtube.com/watch?v=_NWX1NkUWHU,"Spawned in weird part of village and got lost, cosmetic blacksmith, killed golem and caved for iron, needed a while to find lava, far bastion with no terrain, fort opposite direction, got quartzed, pearl hung to home portal for no reason after getting 20 obi, scary basalt fort, 700 blind, hit strider with pearl, got karma by strider messing up speedbridge, somehow didn't eye spy, o 58 was too scary, really well played overworld and fun seed",
6/17/2024 12:24:39,Full Shipwreck,Lava Pool,Bastion,plains,0:27:54,0:01:32,0:03:46,0:06:05,0:07:00,0:18:37,0:20:23,,0:23:27,0:24:09,0:26:21,223,8,13,1,5,0,898,15,0,19,20,0,52,261,3,2,0,2,78,39,82,106,17,42,56,68,135,206,64,171,36,13,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,6,0,0,0,0,8,5,0,0,0,0,7,0,10,,,,,,6454011304705613681,0:26:21,6/17/2024 17:24:39,Bridge/Stables,Half Bow,0,1,"3,453",FALSE,,,,,,,,https://www.youtube.com/watch?v=_NWX1NkUWHU,"Treeless island, swam to bad half boat and more to bt, grabbed wood midway, got 3ironed by bt, fake magma, piglin somehow parcoured on chalice, got 19 pearls and no fire res and 0 obi from chests (1 in 21,758), no spawner in 32 rd, erayed 2nd bastion for restock, close fort from there but in a wall, 800 blind, dug in lava ravine, raced endermite, portal room right under library, dragon flew on front 92 1/8 and killed pred",
6/17/2024 11:50:59,Structureless,Lava Pool,Bastion,taiga,0:20:20,0:00:50,0:03:40,0:04:28,0:06:15,0:10:56,0:13:27,,0:15:25,0:16:52,0:19:03,202,7,17,6,0,0,558,14,0,8,10,0,31,50,2,1,5,7,102,24,224,80,22,34,65,97,113,224,77,190,61,17,0,1,0,0,0,0,0,0,0,0,0,11,0,0,0,0,0,0,0,0,0,0,0,0,10,0,0,0,0,0,0,12,230,58,591,121,663,5062607923518008518,0:19:03,6/17/2024 16:50:59,Treasure,Ground Zero,0,2,"3,452",FALSE,,,,,,,,https://www.youtube.com/watch?v=_NWX1NkUWHU,"ruined portal with lava at spawn, got iron in cave, went fishing for food, “lost” his crafting table and placed new one right next to the other one, close bastion, scary boat down to ruined portal with two gold blocks, 10 gold blocks in bottom treasure chest, saw a baby zombie piglin riding chicken, dug into fort, 3.6 angle change, issues with dolphin, lava starter staircase, got nothing on pie chart, still fast nav, ground zero, mouse magically moving",
6/17/2024 11:27:59,Structureless,Lava Pool,Bastion,forest,0:23:09,0:00:23,0:03:46,0:06:51,0:07:42,0:14:08,0:16:39,,0:19:30,0:19:58,0:22:08,176,8,15,1,9,0,879,17,0,7,20,0,98,15,2,0,7,5,68,23,185,71,13,35,47,95,173,182,46,239,17,15,0,0,3,1,0,0,0,0,0,3,1,0,3,0,1,0,0,0,0,5,0,0,3,5,0,0,0,0,0,0,0,12,306,4,8,39,976,5493099468556921136,0:22:08,6/17/2024 16:27:59,Housing,Ground Zero,0,0,"3,451",FALSE,,,,,,,,https://www.youtube.com/watch?v=_NWX1NkUWHU,"Not easily accesible cave, far animals, dug down and landed right next to lava pool, close bastion with decent terrain, saw fort right next to it, half down, got rolled on pearls but eventually got enough + could’ve had sub10fort if piglins liked him, roughly 0.5 angle change, no eye spy, close portal room and heard silverfish, ground zero, mouse magically moved while holding it up",
